取樣日期,經度,緯度,深度(M),銫-137活度,銫-137單位,氚活度,氚單位,類別,地點編號,地點,取樣單位/人,備註
109/05/14,"22°56'00.00""","121°21'00.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Coryphaena hippurus 鬼頭刀
109/05/18,"23°12'00.00""","119°58'00.00""",,0.31,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomberoides commersonnianus 大口逆??
109/05/21,"24°16'00.00""","120°24'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Arius maculatus 斑海鯰/成仔魚
109/05/21,"23°47'00.00""","121°35'00.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Caranx ignobilis 浪人?
109/05/21,"24°12'00.00""","121°41'00.00""",,0.61,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/05/21,"24°53'00.00""","121°52'00.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis rochei rochei 圓花鰹
109/05/26,"25°30'00.00""","121°49'00.00""",,0.28,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/05/29,"25°08'00.00""","121°14'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Arius maculatus 斑海鯰/成仔魚
109/06/01,"22°48'00.00""","120°10'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Pomadasys kaakan 星雞魚/金龍
109/06/01,"22°49'00.00""","121°26'00.00""",,0.17,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis thazard thazard 扁花鰹
109/06/02,"27°06'00.00""","123°36'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis rochei rochei 圓花鰹
109/06/06,"25°17'00.00""","121°49'00.00""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis rochei rochei 圓花鰹
109/06/09,"24°12'36.00""","120°20'30.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Melo melo 椰子渦螺
109/06/10,"25°03'00.00""","121°56'00.00""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Auxis rochei rochei 圓花鰹
109/06/11,"25°11'00.00""","121°42'00.00""",,0.24,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/06/12,"24°02'00.00""","121°39'00.00""",,0.26,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/06/19,"25°12'00.00""","121°44'00.00""",,0.59,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/07/01,"25°18'00.00""","124°00'00.00""",,0.22,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Thunnus albacares 黃鰭鮪
109/07/01,"25°18'00.00""","124°00'00.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Coryphaena hippurus 鬼頭刀
109/07/01,"23°27'00.00""","120°08'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ostreidae   牡蠣 (未帶殼)
109/07/04,"22°48'00.00""","119°25'00.00""",,0.48,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/07/06,"22°15'00.00""","120°19'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Coryphaena hippurus 鬼頭刀
109/07/07,"25°41'00.00""","121°11'00.00""",,0.36,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/07/08,"24°46'00.00""","120°54'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ostreidae   牡蠣 (帶殼)
109/07/10,"23°34'00.00""","121°34'00.00""",,0.38,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/07/13,"25°48'00.00""","122°17'00.00""",,0.05,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomber australasicus  花腹鯖 / 鯖魚
109/07/16,"23°58'00.00""","120°19'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Gomphina aequilatera 花蛤
109/07/23,"24°56'00.00""","120°50'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/07/28,"25°44'00.00""","123°13'00.00""",,0.46,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/07/31,"22°30'00.00""","120°08'00.00""",,0.39,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Katsuwonus pelamis 正鰹 
109/08/04,"22°51'00.00""","121°22'12.00""",,0.26,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Xiphias gladius 劍旗魚
109/08/04,"22°47'24.00""","121°25'48.00""",,0.24,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Acanthocybium solandri 棘鰆/石喬
109/08/06,"25°18'00.00""","124°00'00.00""",,0.26,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Makaira nigricans 黑皮旗魚
109/08/06,"25°18'00.00""","124°00'00.00""",,0.17,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Thunnus albacares 黃鰭鮪
109/08/10,"25°24'00.00""","125°00'00.00""",,0.3,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Katsuwonus pelamis 正鰹 
109/08/17,"24°54'00.00""","120°53'00.00""",,0.4,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤/紅甘
109/08/18,"22°16'00.00""","120°17'00.00""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Coryphaena hippurus 鬼頭刀
109/08/19,"25°38'00.00""","123°02'00.00""",,0.09,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Scomber australasicus  花腹鯖 / 鯖魚
109/08/20,"24°50'00.00""","121°57'00.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trichiurus spp.帶魚屬 / 白帶魚
109/08/20,"23°25'00.00""","119°41'00.00""",,0.23,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Thunnus albacares 黃鰭鮪
109/08/20,"25°12'00.00""","121°44'00.00""",,0.22,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/08/20,"25°10'00.00""","121°43'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Parapristipoma trilineatum 三線磯鱸
109/08/25,"24°04'00.00""","121°42'00.00""",,0.06,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Aluterus monoceros 單角革單棘魨/剝皮魚
109/08/25,"22°12'00.00""","119°10'12.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Portunus sanguinolentus  紅星梭子蟹/三點蟹
109/08/25,"22°12'00.00""","119°10'12.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,蝦
109/08/25,"22°12'00.00""","119°10'12.00""",,0.31,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Seriola dumerili  杜氏鰤 / 紅甘
109/08/25,"22°12'00.00""","119°10'12.00""",,0.27,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鰆魚
109/08/27,"25°10'00.00""","121°43'00.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/08/28,"24°38'00.00""","121°53'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Aluterus monoceros 單角革單棘魨/剝皮魚
109/08/31,"22°27'00.00""","120°22'00.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Trichiurus spp.帶魚屬 / 白帶魚
109/09/01,"21°32'24.00""","120°13'12.00""",,0.3,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鮪魚
109/09/01,"21°52'48.00""","119°40'48.00""",,0.31,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Trichiurus spp.帶魚屬 / 白帶魚
109/09/10,"23°39'00.00""","119°34'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Hydropuntia edulis 可食水龍鬚菜/海菜
109/09/14,"23°38'24.00""","121°41'24.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Rachycentron canadum 海鱺
109/09/14,"23°15'36.00""","119°21'00.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Rachycentron canadum 海鱺
109/09/18,"26°08'00.00""","123°12'00.00""",,0.47,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/09/18,"23°57'00.00""","121°54'36.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Coryphaena hippurus 鬼頭刀
109/09/18,"23°57'00.00""","121°54'36.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Chanos chanos 虱目魚
109/09/18,"24°03'00.00""","122°10'48.00""",,0.17,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Coryphaena hippurus 鬼頭刀
109/09/18,"24°03'00.00""","122°10'48.00""",,0.24,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Katsuwonus pelamis 正鰹 
109/09/19,"25°18'36.00""","122°10'12.00""",,0.2,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Sphyraena barracuda 巴拉金梭魚/竹梭魚
109/09/24,"23°09'00.00""","121°52'48.00""",,0.6,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Seriola dumerili  杜氏鰤 / 紅甘
109/09/24,"23°05'24.00""","121°49'48.00""",,0.14,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鮪魚
109/09/24,"23°07'12.00""","121°58'48.00""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Trichiurus spp.帶魚屬 / 白帶魚
109/09/30,"24°25'00.00""","120°24'00.00""",,0.22,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/10/06,"25°12'00.00""","122°28'12.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,Metapenaeopsis provocatoria longirostris 長角鬥士赤蝦
109/10/12,"24°20'00.00""","120°32'00.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ilisha elongata 長鰳/白力魚
109/10/14,"24°50'00.00""","121°50'00.00""",,0.25,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Sarda orientalis  東方齒鰆
109/10/14,"24°46'00.00""","121°58'00.00""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Paralichthyidae 牙?科
109/10/16,"24°22'00.00""","120°29'00.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/10/23,"24°24'00.00""","120°33'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Ichthyscopus lebeck 披肩?
109/10/24,"22°52'00.00""","120°05'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Gazza minuta 小牙?/花令仔
109/10/27,"25°12'00.00""","121°42'00.00""",,0.25,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Seriola dumerili  杜氏鰤 / 紅甘
109/10/27,"22°58'00.00""","120°06'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Pomadasys argenteus 銀雞魚
109/10/28,"22°23'00.00""","120°01'00.00""",,0.15,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Mene maculata 眼眶魚
109/10/29,"24°38'00.00""","121°53'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,Aluterus monoceros 單角革單棘魨/剝皮魚
110/02/22,"24°31'00.00""","122°12'00.00""",,0.31,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,杜氏鰤
110/02/22,"22°14'00.00""","120°35'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,短棘?
110/02/22,"26°10'00.00""","123°13'00.00""",,0.31,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,杜氏鰤
110/02/23,"24°50'00.00""","121°59'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,晶瑩櫻蝦
110/02/24,"25°01'00.00""","120°58'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,長鰳
110/02/24,"24°56'00.00""","122°05'00.00""",,0.26,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,白帶魚
110/02/25,"24°51'00.00""","120°54'00.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,鱗鰭叫姑魚
110/02/25,"24°23'00.00""","120°03'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,大頭白姑魚
110/02/25,"23°24'00.00""","119°58'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,哈氏仿對蝦
110/02/25,"25°08'00.00""","121°14'00.00""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,鱗鰭叫姑魚
110/02/26,"23°40'00.00""","119°30'00.00""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,三線磯鱸
110/03/05,"24°50'00.00""","121°57'00.00""",,0.32,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,東方齒鰆
110/03/05,"24°43'00.00""","122°07'00.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,花腹鯖
110/03/05,"25°07'00.00""","121°14'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,斑海鯰
110/03/05,"22°51'00.00""","120°06'00.00""",,0.09,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,吉打副葉?
110/03/08,"24°53'00.00""","121°55'00.00""",,0.19,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,白帶魚
110/03/09,"24°57'00.00""","120°51'00.00""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,日本竹筴魚
110/03/09,"22°13'00.00""","120°12'00.00""",,0.22,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,眼眶魚
110/03/10,"25°37'00.00""","122°08'00.00""",,0.46,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,杜氏鰤
110/03/11,"24°32'00.00""","122°03'00.00""",,0.17,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,美軟魚
110/03/15,"24°49'00.00""","120°50'00.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,斑海鯰
110/03/15,"23°41'00.00""","119°31'00.00""",,0.21,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,勒氏笛鯛
110/03/16,"22°47'00.00""","121°12'00.00""",,0.38,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,杜氏鰤
110/03/16,"23°30'00.00""","120°03'00.00""",,0.07,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,臺灣棘鯛
110/03/16,"22°15'00.00""","120°35'00.00""",,0.08,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,花尾胡椒鯛
110/03/19,"24°30'00.00""","121°52'00.00""",,0.57,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,杜氏鰤
110/03/20,"24°24'00.00""","120°33'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,斑海鯰
110/03/20,"25°34'00.00""","122°00'00.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,花腹鯖
110/03/21,"22°55'00.00""","120°08'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,吉打副葉?
110/03/27,"23°30'00.00""","120°04'00.00""",,0.18,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,日本帶魚
110/03/27,"25°15'00.00""","121°38'00.00""",,0.1,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,斑海鯰
110/03/30,"23°02'00.00""","119°47'00.00""",,0.61,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,杜氏鰤
110/04/30,"23°19'48.00""","121°30'36.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,龍鬚菜
110/04/30,"22°19'12.00""","121°31'12.00""",,0.28,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,紅甘
110/05/01,"22°16'12.00""","121°24'00.00""",,0.27,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,石喬
110/05/04,"22°22'48.00""","121°12'36.00""",,0.24,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鰹魚
110/05/06,"22°09'36.00""","121°24'00.00""",,0.47,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鮪魚
110/05/10,"22°07'12.00""","121°24'00.00""",,0.26,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鶴鱵
110/05/11,"22°19'12.00""","121°31'12.00""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鬼頭刀
110/05/11,"22°10'48.00""","121°33'36.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,海鱺
110/05/11,"22°31'48.00""","121°10'48.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,花枝
110/05/14,"23°34'00.00""","121°34'00.00""",,0.37,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,杜氏鰤
110/05/15,"24°20'00.00""","120°30'00.00""",,0.11,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,藍圓?
110/05/15,"22°59'00.00""","119°07'00.00""",,0.12,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,星雞魚
110/05/15,"22°58'00.00""","120°08'00.00""",,0.13,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,斑條金梭魚
110/05/17,"24°48'00.00""","121°58'12.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,石頭公
110/05/18,"24°55'48.00""","121°54'00.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,藻類
110/05/19,"24°42'36.00""","121°59'24.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,胭脂蝦
110/05/19,"24°28'48.00""","121°58'48.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鯖魚
110/05/19,"24°28'48.00""","121°58'48.00""",,0.35,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鶴鱵
110/05/19,"24°28'48.00""","121°58'48.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,白帶魚
110/05/19,"24°28'48.00""","121°58'48.00""",,0.16,貝克/公斤-鮮重,,,海產物,,機動檢測,嘉義大學,鰹魚
110/05/20,"25°10'30.00""","121°02'18.00""",,－,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,白姑魚
110/05/20,"24°56'00.00""","122°01'00.00""",,0.22,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,五眼斑?
110/05/20,"24°56'00.00""","122°00'00.00""",,0.28,貝克/公斤-鮮重,,,海產物,,機動檢測,海洋保育與漁業永續基金會,日本金梭魚
